,epoch_0,epoch_1,epoch_11,epoch_21,epoch_31,epoch_41,epoch_51,epoch_61,epoch_71,epoch_81,epoch_91,epoch_101,epoch_111,epoch_121,epoch_131,epoch_141,epoch_151,epoch_161,epoch_171,epoch_181,epoch_191,epoch_201
layer_0,0.9999999856679737,0.9992283111713811,0.9865186038726159,0.9678697734384077,0.9552173280320088,0.9442241191053243,0.9340063534480044,0.9239631099953414,0.9143658225936576,0.9052422987269333,0.8964351175304148,0.8880629790693046,0.8799077899486194,0.8719119065564649,0.8645446316367961,0.8577090623783509,0.8510022569548314,0.8447492059463151,0.8389658343850913,0.8333180724863563,0.8280808512253267,0.8231075595241915
layer_1,0.9999999829385897,0.9984689880292226,0.9785503676089221,0.9454784316035612,0.9275223340572566,0.9121771750968725,0.8980341607092196,0.8845692090607054,0.8717883441408683,0.8599763198634267,0.848040308545674,0.8368584410006011,0.8262210137859508,0.8156768692077531,0.8062837244030363,0.7971811115896553,0.7885752312212191,0.7804357391890016,0.7726769016425327,0.7655945080408761,0.7589199257304563,0.753018396272612
layer_2,0.9999999809093154,0.9978852407608217,0.9640478511049533,0.9090489233871317,0.8848570272249878,0.8648149048273405,0.8462003696578628,0.8295625490976436,0.8139767786213015,0.7989985076935694,0.7842933684283507,0.7706259243097175,0.7581148284747399,0.7460508317266564,0.7350688834808525,0.72394662276355,0.7152242630527774,0.7048399208589097,0.6964359739533699,0.689035731363736,0.6814524105172594,0.6754401101125869
layer_3,0.9999999777216065,0.9959375994921599,0.9434069560299537,0.8528565369269839,0.8197217651255649,0.7934978221415737,0.7713111815647548,0.7526538876179333,0.7364909472127334,0.7203938399640217,0.7055684331274482,0.6926680218768003,0.6804860244701886,0.6692662846777154,0.6588521895237925,0.6486801553338659,0.6413605059930036,0.6312635927120993,0.6241498758076444,0.6177968781108572,0.6111772635995161,0.6059546627880634
layer_4,0.9999999751921259,0.9944395327342022,0.9174876328965569,0.7977670660115219,0.7606277365795969,0.7317966954259133,0.7074581446372723,0.6868700173063811,0.6695781349140391,0.6531151917335576,0.6386318805840695,0.6264944352274684,0.6153811739304558,0.6051785303104713,0.5960327519477194,0.586695089583946,0.5808157245593887,0.5710365418584686,0.5651836289674146,0.5599290268785921,0.5542292626902627,0.5498385705074815
layer_5,0.9999999716795844,0.9914494341417558,0.88314163293237,0.7387395235823487,0.7011975125177728,0.672861815721261,0.6489155079792074,0.6288493353885449,0.6118063682746475,0.5967495659061541,0.5838161248801789,0.5730340368022719,0.5630329455804229,0.5539946875463988,0.5464698686483669,0.5384082882993482,0.5341280398877221,0.5249937351503837,0.5204660859510493,0.5157218084018136,0.5111496224755501,0.5073999522758837
layer_6,0.9999999680546825,0.9871223281552675,0.8402669947581627,0.6792702004148519,0.6440480538068738,0.6180594114863595,0.5956670879366102,0.5776482919561193,0.5625988116746721,0.5505103389907058,0.5396347933614987,0.5310567658845123,0.5230331792696058,0.5155522121241825,0.5098386619542431,0.5034044801989441,0.5002972677118669,0.4928361515391642,0.4896094907917492,0.4855419817740805,0.4819908518941008,0.47882318863941115
layer_7,0.9999999649232527,0.9812617326495043,0.7875022281111231,0.6145121666118052,0.5817481674872969,0.5593587455164394,0.541161870972512,0.528076720478577,0.5174248114868761,0.5090399656665425,0.5015888796398658,0.49597986507540526,0.4905568377460571,0.4854658534851178,0.48144502032790965,0.4769973794153962,0.47470824560575314,0.46949413889141783,0.4672657875870486,0.46407158067342014,0.46144036101663716,0.4590143621528511
layer_8,0.9999999611333376,0.9754690396239506,0.7374843955706628,0.563054928155713,0.534995203850055,0.5175065773641949,0.5040682020257373,0.49487586581395293,0.48795828069470826,0.4824091637507441,0.4774493640763102,0.4735281437619566,0.46985316710695946,0.46627507259392165,0.4631833970804255,0.45995492203049887,0.4580278756504345,0.4542681963058127,0.45215095701508423,0.4495853728004104,0.4470407553471079,0.44491687809798736
layer_9,0.9999999570378063,0.9663008778726077,0.69866954034867,0.5264369996313585,0.49975074898984767,0.48544807294397757,0.47543242550815057,0.4686290809980471,0.4636871252949495,0.459709090559581,0.45560098519440234,0.45232605064370157,0.4495757775734672,0.44682806200373276,0.44386964431503184,0.441487806573138,0.43950825873710847,0.43651237952303806,0.434564682679908,0.43224897960541253,0.4297730758695784,0.42789755970101373
layer_10,0.9999999548242591,0.9576711543345015,0.6644217210556232,0.5001433198375526,0.47575437357031886,0.4629805691742572,0.454969277359926,0.4498663821527627,0.4455869117394836,0.44245775780018526,0.43882499423672555,0.43579261407757136,0.43339079312068673,0.43069904120230557,0.42791680723693937,0.42548710206562934,0.42329101147694065,0.42051766162944426,0.4183515697723763,0.4160511124471497,0.41353882459222563,0.4113224393117264
layer_11,0.9999999512510588,0.9478543187694881,0.6366355113570534,0.48374157209188806,0.4607729950141872,0.4487836986877005,0.4410732352847719,0.43612545013950793,0.4313011441879409,0.42824205583955466,0.42423725466843554,0.4211017794417651,0.41820528956268177,0.4153746738514044,0.41248871387261116,0.4096671672864536,0.40724663587635745,0.40431244099394675,0.4016771266176459,0.39932160055220545,0.3966267255380473,0.3940696794645561
layer_12,0.9999999467521502,0.9367889480216155,0.6180741769171343,0.47516889399928836,0.45335627439808135,0.44110363313075984,0.43319040823530813,0.42770268116220805,0.42262223892355527,0.41914549404766893,0.4142213170330499,0.4104694898207282,0.40712409350530093,0.4038433979524575,0.40063695672874794,0.39713891121113054,0.3943261192120902,0.39101722735905314,0.3878223149384865,0.3853480308774617,0.3820666198146872,0.37927901541255005
