,epoch_0,epoch_1,epoch_11,epoch_21,epoch_31,epoch_41,epoch_51,epoch_61,epoch_71,epoch_81,epoch_91,epoch_101,epoch_111,epoch_121,epoch_131
layer_0,0.789302527,0.795517679,0.817276118,0.820321861,0.816652267,0.810477529,0.803297931,0.796017441,0.789093887,0.782513041,0.776482142,0.77058223,0.765400254,0.760672851,0.75664762
layer_12,0.217644371,0.242386223,0.350178554,0.390282978,0.40589923,0.413869401,0.417923468,0.418182767,0.41928211,0.418439326,0.417779829,0.41609956,0.415156814,0.414187847,0.4126948
