,epoch_0,epoch_1,epoch_11,epoch_21,epoch_31,epoch_41,epoch_51,epoch_61,epoch_71,epoch_81,epoch_91,epoch_101,epoch_111,epoch_121,epoch_131
layer_0,0.737300973,0.744254026,0.769278106,0.775283419,0.774641002,0.770907199,0.766061822,0.760295259,0.754337818,0.748665353,0.743064918,0.738118418,0.733282784,0.728812933,0.724558169
layer_12,0.194072014,0.218344441,0.322608588,0.366367701,0.384962016,0.395439025,0.401623535,0.404021785,0.40602584,0.406866005,0.406851199,0.406180804,0.406000425,0.405304114,0.404366465
