,epoch_0,epoch_1,epoch_11,epoch_21,epoch_31,epoch_41,epoch_51,epoch_61,epoch_71,epoch_81,epoch_91,epoch_101,epoch_111,epoch_121,epoch_131
layer_0,0.745673994,0.751964228,0.775515194,0.781026854,0.779959601,0.776209385,0.770781776,0.764780909,0.758821084,0.752561339,0.747053595,0.741747999,0.736713191,0.73221363,0.728109614
layer_12,0.196777804,0.220504929,0.327614027,0.371509227,0.390035149,0.400556737,0.406474266,0.409119798,0.410949339,0.411657253,0.411553065,0.410923002,0.410704487,0.410250519,0.40942828
